Timestamp,Category,Prompt,Image URL
"28/4/2026, 9:49:34",ยานพาหนะ,"<technical_spec>  
    STYLE: 19th–20th century Patent Drawing / Technical Blueprint.  
    FORMAT: 2×2 grid, each quadrant = one FIGURE (FIG.1–FIG.4).  
    COLOR: Cyanotype Blue OR Monochrome Black Ink.  
    LINEWORK: Precision vector drafting lines; cross-hatching for shading; stipple for material density.  
    LABELING: Engineering callouts, figure titles, part numbers, dotted leader lines.  
    CAMERA: Orthographic projection (no perspective distortion).  
</technical_spec>  

<layer_logic>  
    * Layer 1: OUTER SHELL  
      (frame tubing outline, fenders, saddle, handlebars, cargo basket or rear tray, chain guard)

    * Layer 2: STRUCTURAL FRAME  
      (main frame triangle, rear axle support frame, fork structure, seat post, load-bearing joints)

    * Layer 3: FUNCTIONAL SYSTEMS  
      (pedal crankset, chain drive system, sprockets, rear axle transmission, steering linkage, braking system)

    * Layer 4: MICRO-COMPONENTS  
      (bearings, chain links, brake cables, fasteners, spokes, hubs, reflectors, small connectors)

    * Each layer floats apart in Z-space with consistent spacing.  
    * Maintain mechanical plausibility and accurate human-powered drivetrain logic.  
</layer_logic>  

<transformation>  
    * Convert the bicycle into a ghosted exploded-view with transparent outer layers.  
    * Add callout numbers + concise engineering labels (e.g., “Crank Assembly,” “Rear Axle Housing,” “Cargo Basket Frame”).  
    * Add FIGURE TITLES per quadrant:  
        FIG.1 — External Form & Shell  
        FIG.2 — Structural Framework  
        FIG.3 — Functional Mechanisms  
        FIG.4 — Micro-Components & Internal Routing  
    * Preserve instructional clarity, drafting precision, and patent-sheet readability.  
    * No stylization beyond blueprint/patent conventions.  
</transformation>  

Output: one image",https://drive.google.com/thumbnail?authuser=0&sz=w800&id=1qMSsOsl_3yHTS0FMqe0FtTceqzUq6RpS
"28/4/2026, 9:54:40",สื่อการสอน,"2x2 grid, do this for famous scientists

<instructions: input = any famous scientist (e.g., Einstein, Marie Curie, Newton, Tesla). Analyze input’s cute or chibi features.

$ gachascene = a 3D split-view showing a plastic capsule cracked open with the figure spilling out.

function draw($gachascene){

<gachascene_spec>
scale: 1:144 (tiny).
proportions: sd (super deformed) — head 50% of body.
material: hard, hollow plastic with subtle gloss.
joints: none (monolithic statue).
</gachascene_spec>

<character_design>

* translate each scientist into chibi collectible form with instantly recognizable traits:
    (e.g., wild hair + mustache for Einstein, lab coat + test tube for Curie, apple + book for Newton, coil + electricity motif for Tesla)
* simplified facial features: dot eyes, tiny mouth, minimal expression
* oversized head accessories to enhance recognizability
    </character_design>

<transformation>  
- simplify details to the bare minimum for visibility at small scale  
- figure is top-heavy with exaggerated head-to-body ratio  
- preserve “blind box” / gacha toy surprise aesthetic  
- capsule halves slightly transparent with soft tint colors  
</transformation>  
<composition>  
- 2×2 grid layout, each quadrant = one scientist  
- each scene shows capsule cracked open mid-action with figure emerging  
- clean studio background, soft pastel tones per character  
</composition>  

output: one image
}

</instructions>",https://drive.google.com/thumbnail?authuser=0&sz=w800&id=1kXg321glVw2UL8QE4rCjlA4-DTMNkRk8
"28/4/2026, 9:55:43",บุคคล,"Do this for a Lanna boy, clay sculpture style, action adventure game => create a 16-panel action pose sheet for a Lanna boy in clay sculpture style for an action adventure game. use warm, playful, cultural mood, earthy color palette (indigo, terracotta, natural cotton white, muted gold), handcrafted clay materials with subtle texture, and soft studio lighting with gentle shadows. arrange the image as exactly 16 panels in a clean 4x4 grid on a neutral light beige background with subtle paper texture. show these 16 dynamic poses: standing ready, walking, running, sprinting, crouching, jumping, landing, dodging left, dodging right, attacking, blocking, aiming, throwing, climbing, celebrating, exhausted recovery. keep consistent character design (same face, same hairstyle, same Lanna outfit such as indigo shirt and traditional shorts, same proportions) preserved in every panel. high detail level, strong silhouette clarity, high readability, polished game concept sheet.",https://drive.google.com/thumbnail?authuser=0&sz=w800&id=1NDrrvHj3lIA7BolL49ihNOZ1MFGwPpmR
"28/4/2026, 9:56:34",เชียงใหม่,"A vibrant, illustrated travel poster titled “Top 10 Must-Visit in Chiang Mai” with a rich, cinematic night-scene collage aesthetic. Bold decorative typography for “Chiang Mai,” glowing neon mixed with warm lantern light tones throughout. Ten numbered locations connected by a dashed route line, each shown as a detailed illustrated scene — temples, mountains, markets, and cultural spots embedded naturally into the composition.

Featured locations include:

1. Wat Phra That Doi Suthep
2. Doi Inthanon National Park
3. Tha Phae Gate
4. Wat Chedi Luang
5. Doi Ang Khang
6. Mon Jam viewpoint
7. Chiang Mai Night Bazaar
8. Bo Sang Umbrella Village
9. Huay Tung Tao Lake
10. Queen Sirikit Botanic Garden

Include a subtitle: “Iconic Views. Local Flavors. Unforgettable Memories.”
Small Thai flag near the title.
Bottom left shows “Chiang Mai, Thailand” with a location pin.
Bottom right has a “Save This Before You Go!” badge.

Style details: cinematic illustrated collage, deep navy night sky base, glowing lanterns, golden temple lights, neon market accents, soft mist over mountains, rich contrast lighting.
Framing: dark blue border with worn, textured edges for a vintage travel poster feel.
Aspect ratio: 2:3.",https://drive.google.com/thumbnail?authuser=0&sz=w800&id=12_2ZpaRDb1Ppy4J6k1CO4d4_1WSpjRgr
"28/4/2026, 9:57:28",อาหาร,"“Ultra-clean modern editorial infographic. The topic is Lemongrass Drink (น้ำตะไคร้) routine. Base all visuals, colors, objects, mood, ingredients, and steps entirely on this topic.

Hero visual: a stylized flat-lay or floating arrangement of 3–4 iconic objects associated with lemongrass drink — fresh lemongrass stalks, a clear glass of pale golden herbal tea, sliced pandan leaves, and a small pot — slightly angled or in soft perspective, glowing subtly. All elements arranged dynamically around the hero in a non-restrictive editorial layout.

Ingredients Section: Label it ‘What You Need’ — include 6–8 relevant items with small icons or emoji illustrations next to each, with a practical quantity or duration written like a recipe:

* 🌿 Lemongrass stalks — 4–5 stalks (cut and crushed)
* 💧 Water — 1 liter
* 🍯 Palm sugar — 2–3 tbsp
* 🧂 Salt — a pinch
* 🍋 Lime juice — 1 tbsp (optional)
* 🌱 Pandan leaves — 2 leaves (tied knot)
* 🧊 Ice — 1 cup (for serving)
* 🍶 Honey — 1 tbsp (optional alternative sweetener)

Steps Section: 5–6 numbered panels with arrows or connecting lines forming a logical flow, each with a short action label and small relevant icon, using glassmorphism or frosted card styling:

1. 🔪 Prep — Cut and crush lemongrass stalks
2. 💧 Boil — Add lemongrass and pandan into boiling water
3. ⏱ Simmer — Let simmer for 10–15 minutes
4. 🍯 Sweeten — Add sugar and a pinch of salt
5. 🧃 Strain — Remove solids, pour into container
6. 🧊 Serve — Add ice and optional lime juice

Stats Badges: 4–5 floating pill-shaped badges showing relevant metadata, displayed as clean minimal bubbles near the hero:

* ⏱ Prep Time: 5 min
* 🔥 Cook Time: 15 min
* 🌿 Herbal Level: 100% Natural
* 🧊 Best Served: Chilled
* 💪 Benefit: Refreshing & Digestive Aid

Visual Style: Use a fresh herbal palette — soft green, pale yellow, and warm beige tones. Clean white or light textured background with subtle grain. Bold modern sans-serif typography. Clean vector icons.

Composition: Hero centered or slightly offset, ingredients on one side, steps opposite or below with connecting lines, stat badges as floating pills, generous negative space.

Lighting: Soft natural studio lighting with a refreshing, calm tone. Premium editorial aesthetic, social-feed optimized. Ultra-crisp. No watermark.”",https://drive.google.com/thumbnail?authuser=0&sz=w800&id=1hG_Jd_WxzBNgb8vTFTXAKhzk7LPDDPWl
"28/4/2026, 9:58:17",อาหาร,"-- 2x2 grid, do this for 4 Thai Central Region dishes
select * from popup_recipe_visualizer
where recipe_target in ('pad_thai_goong_sod', 'tom_yum_goong', 'green_curry_chicken', 'boat_noodles')
and structural_base = 'l-shaped_open_box_white_interior'
and wall_layer_2d = (
  select line_art, typography, botanical_drawings
  from ingredient_inference_db
  where dish = recipe_target
)
and foreground_layer_3d = array[
  'bowl_of_completed_[dish_name]',
  'kawaii_chibi_mascot_interacting_with_food',
  'scattered_3d_garnishes_on_floor'
]
and dynamic_action = 'thick_glossy_sauce_pouring_from_2d_wall_hole_into_3d_bowl'
and render_engine = 'octane_render_soft_studio_lighting';",https://drive.google.com/thumbnail?authuser=0&sz=w800&id=1OWUQKhlamgl6NPVvE7DVr4fX-Hv-exIe
"28/4/2026, 9:59:50",วัฒนธรรม,"MAIN_TITLE_TH: เสน่ห์ร่มบ่อสร้าง
SUB_TITLE_TH: หัตถศิลป์ล้านนา
MAIN_TITLE_EN: BO SANG UMBRELLA
SUB_TITLE_EN: Lanna Craft Collection
CENTER_OBJECT: A handcrafted Bo Sang umbrella with a bamboo frame and hand-painted floral patterns, partially open and placed in a woven basket with natural materials.
ARCH_STYLE: Traditional Lanna wooden veranda arch with carved floral motifs and teak pillars.
GARDEN_VIEW: A peaceful Northern Thai village garden with paper umbrella workshops, flowering plants, and soft sunlight filtering through trees.
COLOR_PALETTE: Soft Sky Blue, Natural Bamboo Beige, Crimson Red, Leaf Green, Warm White.

--------------------------------------------------
### [MASTER PROMPT — THAI VINTAGE FRAME ILLUSTRATION V.2 (THAI PRIORITY)]
--------------------------------------------------

TASK: Create a symmetrical, elegant vintage Thai illustration featuring an architectural frame and a botanical garden background, based on the selected [USER INPUT].

--------------------------------------------------
CORE LOGIC — LANGUAGE SYSTEM
--------------------------------------------------
- If LANGUAGE_MODE = THAI_DEFAULT:
  → Use MAIN_TITLE_TH + SUB_TITLE_TH only
- If LANGUAGE_MODE = ENGLISH:
  → Use MAIN_TITLE_EN + SUB_TITLE_EN only
- If LANGUAGE_MODE = BILINGUAL:
  → Main = THAI
  → Sub = ENGLISH (smaller, secondary hierarchy)

- Typography must be:
  - 100% correct spelling
  - No garbled Thai characters
  - Clean readable hierarchy

--------------------------------------------------
COMPOSITION & LAYOUT (THE SYMMETRY RULE)
--------------------------------------------------
- Architectural Frame:
  A central, ornate [ARCH_STYLE] with two pillars and a decorative arch top

- Foreground Center:
  Place [CENTER_OBJECT] at bottom-center (hero object)

- Typography Layering:
  - MAIN_TITLE: centered, elegant serif style
  - Positioned behind object but inside arch
  - SUB_TITLE: smaller, neatly placed below or above

- Balcony Layer:
  Decorative railing separating foreground and garden

--------------------------------------------------
ARTISTIC STYLE (THAI VINTAGE ILLUSTRATION)
--------------------------------------------------
- Style: Flat vector + subtle watercolor/paper grain texture
- Linework: Fine, clean, elegant
- Symmetry: Perfect left-right balance
- Depth Layers:
  1. Frame (front)
  2. Object + Text (mid)
  3. Garden (back)

--------------------------------------------------
COLOR & MOOD
--------------------------------------------------
- Strictly follow [COLOR_PALETTE]
- Tone: Premium Thai heritage, calm, elegant
- No color deviation

--------------------------------------------------
RESTRICTIONS
--------------------------------------------------
- No photorealism
- No modern UI / banner / CTA
- No random text
- No watermark / logo
- No perspective distortion
- Clean composition only

--------------------------------------------------
OUTPUT FORMAT
--------------------------------------------------
- Aspect Ratio: 1:1 or 4:5
- High-resolution illustration
- Print-ready quality
- Center-balanced composition

ตรวจสอบการสะกดภาษาไทยด้วย",https://drive.google.com/thumbnail?authuser=0&sz=w800&id=1ztutCLrQ4OjeZEqcAHeBhV5uRVuGSRGM
"28/4/2026, 10:00:44",อาชีพ,"[USER INPUT — REQUIRED AT TOP]
MAIN_SUBJECT: ขั้นตอนการทำร่มบ่อสร้าง (ตัดโครง → ลงสี → ตากแห้ง → ประกอบร่ม)
TITLE_TEXT: ขั้นตอนการทำร่มบ่อสร้าง
CANVAS_TYPE: white lined notebook paper with subtle wrinkles
BACKGROUND_ELEMENTS: Simple doodles of sun, clouds, hanging umbrellas, and small craft tools
COLOR_TONE: Bright bold colors
MOOD_FEEL: Childlike, joyful, naive

[PROMPT]
A child's crayon drawing on CANVAS_TYPE. 

MANDATORY THAI TITLE (CRITICAL)
- The TITLE_TEXT ""ขั้นตอนการทำร่มบ่อสร้าง"" must be prominently written in the lower half of the page.
- The text must be in THAI, written with a messy, innocent child's handwriting using various colored wax crayons.
- The letters should be slightly uneven in size, mimicking a young child learning to write.
- Ensure 100% correct Thai spelling with no broken characters.

CORE CONCEPT & SUBJECT
- MAIN_SUBJECT drawn with chunky wax-crayon strokes, wobbly uneven outlines, and simple flat shapes.
- Show the process in a playful, childlike sequence:
  • Drawing umbrella frames (โครงร่ม)
  • Painting colorful patterns on the umbrella surface
  • Umbrellas drying under the sun
  • Fully assembled umbrellas displayed or held
- Important elements are drawn disproportionately big, filling the center of the page.
- Include simple, friendly human figures (craftspeople) with round faces, dot eyes, and big smiles.

COLORING & TEXTURE
- COLOR_TONE with messy coloring that playfully overflows the outlines.
- Bright umbrellas with mixed colors (red, yellow, blue, green).
- Visible heavy pressure marks, wax smudges, and uneven scribble shading.

BACKGROUND & COMPOSITION
- BACKGROUND_ELEMENTS such as sun with rays, fluffy clouds, small hanging umbrellas, and tiny doodles of brushes or paint bowls.
- A few tiny margin doodles and crayon marks scattered naturally on the paper.
- Flat composition with absolutely no realistic perspective or shading.

FINAL FEEL
- MOOD_FEEL art style.
- Authentic, innocent, and looks exactly like a kindergarten student drawing about “ร่มบ่อสร้าง”.

[NEGATIVE PROMPT]
missing text, English text, professional fonts, straight lines, perfect handwriting, realistic, 3D render, digital painting, smooth shading, proper anatomy, adult art, clean edges, highly detailed",https://drive.google.com/thumbnail?authuser=0&sz=w800&id=1071Yi1N7Mp-bnM63wtRSxliClrmWJ9rD
"28/4/2026, 10:13:48",เชียงใหม่,"Create a stylized travel poster / graphic collage for Chiang Mai, Thailand. The main subject should be a stylish international tourist visiting Chiang Mai, clearly presented as a traveler and not a local resident. Show the tourist (use the uploaded photo and no alteration) wearing modern travel fashion, with details such as a camera, backpack, sunglasses, map, or suitcase, exploring the culture and atmosphere of Chiang Mai.

Place the tourist in a dynamic composition surrounded by iconic architecture, old city streets, mountain landscapes, temples, markets, transportation (red trucks / songthaew), northern Thai food, signage, and cultural elements associated with Chiang Mai. Include recognizable landmarks such as Wat Phra Singh, Wat Chedi Luang, Doi Suthep, and the Old City walls and moat.

Blend realistic character detail with a graphic collage background made of layered Saa paper textures, torn poster edges, sticker elements, halftone dots, editorial typography, and bold geometric shapes. Integrate authentic Lanna visual motifs such as traditional patterns, temple ornaments, lanterns, and local signage.

Ensure the tourist’s appearance and styling remain globally fashionable and clearly foreign to the setting.

Add a large readable headline:
“LOST IN CHIANG MAI”

Modern, artistic, premium editorial travel poster aesthetic, balanced layout, print-worthy composition.",https://drive.google.com/thumbnail?authuser=0&sz=w800&id=1NgTVeAepZsn3h-xjuQM2mWN0rjXIxxDV
"28/4/2026, 13:15:39",บุคคล,"Pick a fictional Lanna Thai child: Depict the same fictional Lanna Thai child character in 20 different iconic art styles — Renaissance oil painting, ukiyo-e woodblock, Art Nouveau, Bauhaus, Soviet propaganda poster, comic book halftone, watercolor botanical, pixel art, vaporwave, Impressionist, Surrealist, Brutalist graphic design, Studio Ghibli, noir, cubism, pointillism, pop art, medieval illuminated manuscript, Art Deco, and photorealism — arranged in a 4 × 5 grid. The child must be recognizably the same person in every tile. Label each style.",https://drive.google.com/thumbnail?authuser=0&sz=w800&id=1KvPaq6BwLnzfYrjW2ko_W4tyB-1RfJ0g
"28/4/2026, 13:33:53",บุคคล,"{
  ""[USER INPUT — REQUIRED AT TOP]"": {
    ""REFERENCE_IMAGE"": ""[อัปโหลดรูปภาพของคุณ]"",
    ""BACKGROUND_COLOR"": ""Soft pastel pink"",
    ""CHANNEL_THEME_COLOR"": ""Lanna Indigo Blue and Warm Gold"",
    ""GAMING_GEAR"": ""Traditional Lanna-inspired gaming headset (modern RGB with subtle Thai patterns)"",
    ""LABEL_LANGUAGE"": ""Thai"",
    ""EMOTE_1"": ""GG"",
    ""EMOTE_2"": ""ลุยยย"",
    ""EMOTE_3"": ""ขอบคุณน้า"",
    ""EMOTE_4"": ""หัวร้อน"",
    ""EMOTE_5"": ""แงงง"",
    ""EMOTE_6"": ""555+"",
    ""EMOTE_7"": ""อิหยังวะ"",
    ""EMOTE_8"": ""ดีจ้า"",
    ""EMOTE_9"": ""พักแป๊บ""
  },

  ""[PROMPT]"": ""Create a single image featuring a 9-grid sticker sheet (3 rows x 3 columns) designed as Twitch/YouTube subscriber emotes."",

  ""CRITICAL"": ""Analyze the provided REFERENCE_IMAGE to determine the subject's GENDER, HAIR, and OUTFIT. The generated character must match the reference identity but stylized as a cute Lanna Thai boy mascot (เด็กชายไทยลานนา) with gentle, friendly facial features."",

  ""LAYOUT"": {
    ""Type"": ""3x3 Grid"",
    ""Total Stickers"": 9,
    ""Background"": ""Soft pastel pink. Add white die-cut borders around each character.""
  },

  ""VISUAL STYLE"": {
    ""Art Style"": ""Cute 2D vector illustration, Chibi mascot style, expressive, clean thick outlines, with subtle Lanna cultural aesthetics"",
    ""Character Design"": ""Thai Lanna boy wearing a traditional-inspired outfit (short-sleeve indigo shirt or local fabric pattern, relaxed style, possibly sarong-style shorts)"",
    ""Gear"": ""Character wearing GAMING_GEAR adapted with subtle northern Thai motifs"",
    ""Colors"": ""Use CHANNEL_THEME_COLOR (Indigo Blue and Warm Gold) integrated into outfit patterns or glowing accents"",
    ""Text"": ""Add thick, readable, playful Thai pop-art style text for each sticker""
  },

  ""EMOTE VARIATIONS (9 ACTIONS - AUTO ADAPTIVE)"": ""Analyze EMOTE_1 to EMOTE_9 and generate matching expressions, gestures, and poses reflecting Thai youth personality with lively, expressive energy."",

  ""[Row 1]"": [
    ""1. text \""GG\"" — confident smile, thumbs up or victory gesture"",
    ""2. text \""ลุยยย\"" — energetic pose, ready to play, leaning forward excitedly"",
    ""3. text \""ขอบคุณน้า\"" — wai gesture (ไหว้) with grateful smile""
  ],

  ""[Row 2]"": [
    ""4. text \""หัวร้อน\"" — frustrated expression, slight cartoon steam effect"",
    ""5. text \""แงงง\"" — teary cute crying face"",
    ""6. text \""555+\"" — laughing hard, hand covering mouth or leaning back""
  ],

  ""[Row 3]"": [
    ""7. text \""อิหยังวะ\"" — confused face, tilted head, puzzled expression"",
    ""8. text \""ดีจ้า\"" — cheerful greeting with friendly wave"",
    ""9. text \""พักแป๊บ\"" — relaxed pose, sitting or stretching casually""
  ],

  ""[NEGATIVE PROMPT]"": ""realistic, 3D render, messy background, text not matching actions, broken grid, overlapping stickers, scary, overly complex costume, multiple people in one grid""
}",https://drive.google.com/thumbnail?authuser=0&sz=w800&id=1OJ-f8efwqS-XYMaeYcRF5epkKPZQ9iJX
"28/4/2026, 13:38:53",สื่อการสอน,"Cute 3D render of a small stylized Phra Aphai Mani in a graceful flute-playing pose, matte surface with kneaded clay icon style, simple rounded proportions, soft sculpted details, calm yet expressive body language, holding a traditional flute as if enchanting the surroundings, vibrant teal, warm orange, and soft pink accents, clean white background, minimal composition, soft ambient lighting with subtle shadow, charming toy-like polished aesthetic, high-resolution.",https://drive.google.com/thumbnail?authuser=0&sz=w800&id=1WfS-yx5Q5t6yy_u0QWOXp4j6dq66hM1e
"28/4/2026, 13:39:41",บุคคล,"A detailed 3D Pixar-style digital illustration of a cool young Lanna boy with voluminous, slightly wavy dark hair (with subtle light highlights) and dark sunglasses. He is sitting on a small wooden chair in a relaxed, cross-legged pose against a stark black background.

He is wearing a modern Lanna-inspired outfit: a light indigo mor hom shirt (short-sleeve, simple and clean), dark teal or deep green trousers, and chunky white sneakers that blend contemporary style with traditional identity.

His right hand holds a small traditional herbal roll or stylized prop (subtle cultural reinterpretation), and his left hand holds a minimal white takeaway coffee cup with a simple green circular logo facing forward (generic café style).

The lighting is soft and stylized, casting clean highlights on his hair, clothing textures, and facial features. The indigo fabric subtly reflects light, emphasizing natural textile qualities.

The perspective is centered on the character, with ample negative space above and around him, maintaining a clean, minimal, and modern composition.",https://drive.google.com/thumbnail?authuser=0&sz=w800&id=1kkLFKYNtPPYKcbzjYOVAJpQ_No0G07a_
"28/4/2026, 13:41:17",สื่อการสอน,"Anchor: 2026 :: AI-powered smart toys, app-connected robots, programmable STEM kits, AR/VR playsets, modular coding toys, interactive plush companions ::4

Morphology: Chaotic pile of futuristic toy components — robot limbs, modular blocks, VR headsets, smart controllers, sensor modules — arranged to form the number “2026”, interlocking and fused together, dense tech-toy clutter, highly recognizable contemporary toy elements ::3

Material Physics: Mixed materials — glossy plastic, soft-touch silicone, LED-lit surfaces, transparent casings revealing circuits, light scuffs from use, subtle fingerprints, micro dust in seams, reflective smart-device finishes ::3

Illumination: Clean studio lighting with subtle neon accent gels (cyan, magenta, electric blue) evoking a futuristic toy aesthetic, smooth gradient studio sweep background ::2

Render Stack: Product photography, 105mm macro lens, ultra-high sharpness, 8K resolution, Octane render ::1

Negative: [cardboard, hand-drawn elements, blurry output, real humans, cluttered environment, vintage toys] :: -1",https://drive.google.com/thumbnail?authuser=0&sz=w800&id=1Ok7bbZs4H4Qyd2oPRpfVcugwPGBqgKw_
